ASIN,title,rating,review_count,price,product_type
B07RST8R64,"Paww SilkSoundX Bluetooth Workout Headphones - Unisex Lightweight & Sweat Proof Wireless Headphone w/Equalizer, Retractable Earbuds & Microphone - Mobile Music Accessory for Sports & Gym Exercise",4.2,237,49.99,headphone
B08DMFF2KJ,"DOBO Waterproof Headphones for Swimming,IPX8 Waterproof 8GB MP3 Player Sports Swimming Headphones Wireless Bluetooth 5.0 Earbuds with Noise Cancelling MIC for Sport,Swimming,Running,Gym,Workout",3.0,86,48.59,headphone
B07YWP942R,SOMIC Pink Headphone Stand Gaming Headset Holder with Solid Base and Flexible Earphone Hanger with Supporting for All Headphones Size,4.5,425,9.99,headphone
B08HGLJC21,"Bluetooth Headphones Speaker 2 in 1,Bluenin Wireless Headphones Neckband Wearable Speaker Retractable Earbuds 3D Stereo Sound Sweatproof Headset with Mic (Gray)",4.2,68,35.99,headphone
B003LPTAYI,Sennheiser HD 202 II Professional Headphones (Black),4.2,11145,41.99,headphone
B07KT16Z9K,"in-Ear Monitors, [Newest Updated Version] Wired Earbuds Headphones/Earphones/Headset Dual Drivers with MMCX Detachable Cables, Noise-Isolating Sweatproof Earphones HiFi Stereo (Black)",4.4,1005,18.99,headphone
B07XFPLJPD,"EK-MH9 Bluetooth Headphones Over Ear, Comfortable Wireless Headphones, Hi-Fi Sound and Soft Earpads, Built-in Mic, Foldable,w/Wired Mode, for Online Class, Home Office, PC/Cell Phones/TV (Silver)",4.0,58,13.99,headphone
B086QG7HBG,Edifier G2II Gaming Headset for PC PS4 USB Wired Gaming Headphones with 7.1 Surround Sound with Noise Canceling Microphone and RGB Light 50mm Driver Compatible with Mac Desktop PC Black,4.5,131,39.99,headphone
B00MR8Z28S,Jabra Move Wireless Stereo Headphones - Black,4.2,2745,42.0,headphone
B08LQDMJP2,"【2021 Upgrade】 7.1 Stereo Surround Sound with Mic PC Headset 50mm Drivers Noise Canceling Over Ear Headphones PS4 Gaming Headset Xbox One Headset Compatible with Xbox One, Switch, PC, PS3, Mac, Laptop",4.9,13,18.99,headphone
B00SKWITGC,Roland RH-300V V-Drums Stereo Headphones,4.4,2537,196.99,headphone
B07L636MMY,co2crea Hard Travel Case for iJoy Matte Finish Premium Rechargeable Wireless Bluetooth Over Ear Headphones Foldable Headset (Black Case),4.7,288,10.99,headphone
B086YGVX65,"Giveet Bluetooth Headphones for Cell Phones, Wireless Office On Ear Headset with Noise Cancelling Microphone, 90° Swiveling Earcups, 12h Talking Time for Trucker, Telephone, Skype, Call Center, PC",4.2,11,35.99,headphone
B08G19DYXH,YW YUWISS T04 Bluetooth 5.0 True Wireless Earbuds with Charging Case Cordless in Ear Headphones IPX6 Waterproof with Noise Cancelling Mic for Apple iPhone Android Samsung (Black),4.8,2083,29.95,headphone
B08K95FTZ8,"[Apple MFi Certified] iPhone Aux Cord for Car, Lightning to 3.5 mm Headphone Jack Adapter Male Aux Stereo Audio Cable Compatible with iPhone SE/11/11 Pro/XS/XR/X 8 7 iPad/iPod (3.3FT White)",4.2,362,8.39,headphone
B082D8VGMQ,"Sleep Earbuds, Hearprotek 2 Pairs Ultra Soft Lightweight Silicone Sleeping Earphone Headphones with Volume Control and mic for Side Sleeper, Snoring, Air Travel, Relaxation (Black)",4.5,784,18.99,headphone
B08NTDXB2R,"USB C to 3.5mm Headphone Jack Adapter, 3 in 1 Type C to Aux Audio Dongle Cord 3.5mm Aux Cable with DAC Chip for Samsung S20 Note 20 Ultra Z Flip S20+ Note 10 S10 Plus iPad Pro Pixel 4 3 2 XL and More",4.7,236,12.99,headphone
B07RZ9JFKT,iHome Hello Kitty Youth Headphones,4.5,83,34.0,headphone
B086Q9LCRF,"Altec Lansing Whisper Active Noise Cancelling Headphones, Black (MZX1003-BLK)",4.3,94,64.95,headphone
B07Q51FM5T,"MoKo Headphone Stand, Universal Aluminum Headphone Foldable Hanger Adjustable Headset Stand Clamp Mount Desk Hook Holder for All Headphone Sizes, Sennheiser, Audio-Technica, PS5 Gaming Headset- Black",4.7,250,12.99,headphone
B08DMH8FCF,Type C USB Charging Cable Cord Wire for Newest Wireless Headphone Speakers Models Compatible with Sony WH-1000XM3 WH-XB900N Jabra Elite 75t Sennheiser Beyerdynamic JBL GoPro & More,4.8,83,7.95,headphone
B08RDYGB2K,"Kids Headphones with Microphone for School, Headset and mic for Computer, Chromebook, Laptop, Phone. Perfect for Zoom, Skype, Distance Learning",4.6,3,12.99,headphone
B07PBYQYVQ,"GumDrop Droptech B1 Over-Ear Headphones with Chew-Proof Tangle Free Cord, 3.5mm Audio Jack (75dB/110dB) for Classroom, Students, Kids -Black, Rugged, Plug & Play, No Microphone (Black)",4.1,107,17.92,headphone
B07TWVZX66,"Beznaka Audio Cable Gold Plated for Guitar Headphones Amp,Female Stereo Jack Adapter - 6.5mm(1/4 inch) Revolution to 3.5mm(1/8 inch) Female Headphone Microphone Conversion,(2-Pack)",4.6,180,5.99,headphone
B08NDZ8GFG,"[Apple MFi Certified] 2 Pack Headphone Adapter for iPhone, 2 in 1 iPhone 7/8/x Adapter Lightning to 3.5mm AUX Headphone Jack Compatible with iPhone 12/12 Pro/11/XS/XR/X 8 7/iPad/iPod, Support All iOS",3.0,2,10.99,headphone
B08GKJW2CN,"CALIDAKA Sleep Headphones Bluetooth Headband with HD HiFi Audio Sound, Long Time Play Sleeping Headsets with Built in Speakers Perfect for Workout, Running, Yoga (Gray)",4.8,11,15.99,headphone
B08N1FCKZJ,JCKDJ8With Remote Control with Microphone Stereo Bass Wired in Ear Headphones Earbuds Apply to Laptop Android MP3 Player Smart Phone with All 3.5mm Jacks (4 Pack) (Black+White+Pink+Green 4pairs),5.0,3,9.99,headphone
B08PPB9GBW,"Wireless Earbuds, Bluetooth 5.1 Earbuds Touch Control in-Ear True Wireless Headphones, 20 Hrs Playtime with Charging Case, Hi-Fi Stereo Earbuds with Built-in Mic for iPhone/Android/Airpods/Apple",4.3,120,25.99,headphone
B081RBT9HM,"Black Panther Headphones, Adjustable Headband, Stereo Sound, 3.5Mm Jack, Wired Headphones, Tangle-Free, Volume Control, Foldable, Kids Headphones Over Ear for School Home Travel",4.1,69,15.99,headphone
B018VZBH5M,Meze 99 Classics over-ear headphones ( Walnut Gold ),4.6,276,309.0,headphone
B08PG1GXYN,True Wireless Earbuds Bluetooth 5.0 Headphones in-Ear TWS Mini Headset for Sport Deep Bass Stereo Earphones HD Sound Waterproof Noise Cancelling Mic 48 Hours Playtime Black,3.0,2,49.95,headphone
B07843VZNY,"BlueFire 3.5mm PS4 Gaming Headset Bass Stereo Over-Ear Gaming Headphone with Microphone and Volume Control Compatible with PS4, New Xbox One, Xbox One S, Xbox One X, Nintendo Switch, PC（Pink）",4.3,4237,19.99,headphone
B08LZRKVWM,"3.5 mm Headphone Jack & Charger Cable for iPhone Adapter, 2 in 1 Aux Cable Connector, for iPhone 12/11/11 Pro/XR/XS Max/X/8/7, Support All iOS Systems",3.3,135,9.99,headphone
B08MWZ4CTJ,Minnie Mouse Kid Safe Headphones with Pink Bow,5.0,1,13.85,headphone
B081JY4BMQ,TaoTronics Hybrid Active Noise Cancelling Headphones with 3 ANC Modes Bluetooth Headphones SoundSurge 55 Over Ear Headphones Wireless Headphones with aptX HD Stereo Sound 30H Playtime cVc 8.0 Mic,4.3,2007,79.99,headphone
B08MVSW8JF,Headphone Stand Wood Headset Holder PC Gaming Headphone Hook Hanger Mount Desk with Walnut Headrest Aluminum Supporting Bar & Non-Slip Silicon Base for Most Headphones Sizes,4.8,5,21.98,headphone
B08CXQJVJG,"Bluetooth 5.0 Headset Earbuds Headphones Built-in Microphone and Charging Box, 3D high-Definition Stereo Noise Reduction, Suitable for Apple Airpods Android/iPhone/Samsung",4.8,234,32.99,headphone
B087M3NKGD,"BNCHI True Wireless Earbuds Bluetooth 5.0 Headphones in Ear with Metal Charging Case,Super Stereo,Noise Cancellation Mic, Touch Control, 42 Hours Playback for iPhone and Android(Black)",4.4,115,49.88,headphone
B07JMHP1Y7,"Skullcandy Hesh 3 Bluetooth Wireless Over-Ear Headphones with Microphone, Black (Renewed)",4.2,886,49.99,headphone
B088M1TL7S,Aux Headphones 3.5mm Wired in-Ear Earbuds/Earphones with Mic and Remote Control Compatible with Galaxy S10 S9 S8 Note10 9 8 and More Android Devices (2 Packs),3.4,462,9.99,headphone
B08CZ4S97J,Bluetooth Earbuds Bluetooth 5.0 Sweatproof Wireless Earbuds Long Standby Earphones Noise Cancelling Bluetooth Headset Hi-Fi Stereo Wireless Headphones with Microphone for Workout/Travel (Black),4.1,4,21.98,headphone
B010DDRJ3E,Sportsmax 2 Pack of Two Channel Folding Universal Rear Entertainment System Infrared Headphones Wireless IR DVD Player Head Phones for in Car TV Video Audio Listening,3.9,415,40.99,headphone
B087JM5RD6,"LETSCOM T19 Active Noise Canceling Wireless Earbuds, Deep Bass, IPX8 Waterproof Bluetooth in-Ear Headphones with Mic, Black",4.4,783,69.99,headphone
B07BW9G8FG,PALOVUE Lightning Headphones Earphones Earbuds in-Ear Magnetic MFi Certified with Microphone Controller Compatible iPhone 11 Pro Max X XS Max XR iPhone 8 Plus iPhone 7Plus Earflow (Metallic Black),4.3,4862,23.99,headphone
B004SP0WAQ,"StarTech.com Headset Adapter, Microphone and Headphone Splitter - 3.5mm Male Aux to 3.5mm Female Audio & Mic Combo Jack Y Cable for Laptop / PC (MUYHSMFF) Black",4.1,8850,8.56,headphone
B01MRAIEUN,Wooden Omega Headphones Stand/Hanger / Holder - Walnut Finish,4.7,425,26.66,headphone
B085ZRF813,"Bone Conduction Headphones for Swimming, IP68 Waterproof Open-Ear 8GB MP3 Music Player Wireless Sport Earphones Headset Built-in Noise Cancelling Mic for Running, Gym, Cycling, Black",3.5,124,65.99,headphone
B01LL3WG1U,"Headset Mount, 6amLifestyle Headphone Holder Aluminum Under Desk Dual Headphones Stand Hanger Stick-On Hooks Universal for All Headsets, Gray (Patented)",4.6,720,10.77,headphone
B01MSZSL4I,"Sennheiser HD 4.50 Bluetooth Wireless Headphones with Active Noise Cancellation, Black and Silver(HD 4.50 BTNC)",4.2,7434,143.0,headphone
B088HHG8PN,"Unicorn Headphones for Kids with Microphone Over Ear,On Ear Headphones for Children Boys Girls,Volume Limit Safe 85dB,Headset for School Online School,Adjustable Headband for School,Xmas GIFS/Travel",4.5,112,21.99,headphone
B08LG8NN45,Kids Bluetooth 5.0 Unicorns Headphones with Fluffy Bear Ears On-Ear Stereo Wireless Headset with Mic Kids Headband Earphone for Girl Boy Support Aux in Compatible with Smartphones PC Tablet,4.8,11,21.99,headphone
B07XD2R2TH,"DIWUER Stereo Gaming Headset for Nintendo Switch, PS4, Xbox One with Noise Cancelling Mic, Soft Earmuffs Surround Sound Over Ear Headphones with LED Light for PC, Mac, Laptop",4.4,1213,25.99,headphone
B0002I5RI0,JVC HA-V570 Supra-Aural Headphones,4.2,482,14.89,headphone
B00MIJTDA4,"Cellet EP35XSTR Retractable Stereo Ear Bud 3.5mm, in-Ear Headphones Built for Portability, Comfort, and Other Activities. Snug Fit Earphones, for All Smartphones and Tablets",3.6,126,7.99,headphone
B08DFTCS2W,"Type C Headphones USB C Earphones Stereo in Ear Earbuds Headphones with Microphone Bass Earbud with Mic and Volume Control (1.2m, White)",4.3,37,13.99,headphone
B08H28G9C3,"USB C to 3.5mm Headphone Jack Adapter, AkoaDa Type C to Audio Converter Nylon Cable Compatible with Samsung Galaxy S20 Ultra Note 10 S10 S9 Plus iPad Pro 2018 2019 Pixel 4 3 2 XL and More, Green",4.5,960,11.99,headphone
B0839PHSTN,"OCOMMO Wireless 5.0 Bluetooth Headphones Over Ear, Active Noise Cancelling Headphones with Dual Microphone, HiFi Stereo Wireless Headphones with Deep Bass, 30H Playtime for Travel Work Play Gaming",4.2,51,30.95,headphone
B08LGPGSVJ,"2 in 1 Dual Lightning iPhone 12 Adapter & Splitter, [Apple MFi Certified] iPhone Dongle Converter Cable Headphone Music+Charge+Call+Volume Control Compatible for iPhone 12/12Pro/11/XS/XR/X 8/7, iPad",4.4,155,7.99,headphone
B083DQX15L,"Haimai P8 in-Ear Headphones, Earphones with Microphone and Remote, White",3.7,279,3.95,headphone
B08LMQ1564,"2 in 1 Call Headphone Adapter for iPhone,Lightning Charger and AUX Audio 3.5 mm Jack,ROSYCLO Apple MFi Certified Splitter Cable Dongle Connector Compatible iPhone 12 Pro Max/11/X/XS/8/7 Plus All iOS",3.5,15,23.99,headphone
B07ZM5TY3S,"Bluetooth Headphones Wireless,Over Ear Headset with 20Hr Play Time , Foldable & Lightweight, Support Tf Card MP3 Mode and Fm Radio for Cellphones Laptop (Pink)",4.5,1016,23.99,headphone
B00AXE96L2,Kidz Gear Wired Headphones for Kids - Purple,4.0,4201,19.99,headphone
B0075FQKCU,"GOODBONG Bass Stereo Sound Headphones Compatible with iPhone 12 12Pro 12Pro Max/iPhone 11Pro iPhone X/XS Max/XR/iPhone8/8Plus/iPhone7/7Plus,MFi Certified Earbuds with Microphone Controller(Black)",4.3,538,20.99,headphone
B08FR87LPQ,Cat Ear Headphones On-Ear Wireless Stereo Kids Headset for School Bluetooth 5.0 Foldable Headphones with Mic/LED Light/FM Radio/TF Card/AUX in Compatible with Smartphones PC Tablet,4.4,69,24.99,headphone
B07VPF218D,"USB Type C Earbud Headphones, Hi-Res in-Ear Earphone with Mic for New iPad Pro/MacBook Pro/Air, Google Pixel 3a/xl/3/2, OnePlus 8/7, Motorola, HTC, Sony Xperia, Xiaomi, Essential, Razer USB C Phone",4.3,273,19.99,headphone
B07DS4WR2V,"Reetec Bluetooth Headphones Over Ear, Colorful Lights Headphones Wireless with Backup Cord, Stereo Deep Bass Sound Earphones with CVC 6.0 Mic, TF Card Slot for iPad Tablet TV Airplane School, Gold",4.4,542,24.99,headphone
B08P7D1V9D,"Mangotek Replacement for Apple iPhone Headphones Adapter, Braided MFi Lightning to 3.5 mm Headphone Jack Adapter Earphone Audio Aux Adaptor for iPhone 12 Pro Max Mini 7 8 Plus 11 SE 2020 X XS XR Green",4.5,646,15.99,headphone
B08F2GXPNG,"Audio Mic Extension Cable 12Ft,3.5mm Aux Headphone Extender 4-Pole Jack Plug Extension Lead Stereo Male to Female Braided Cord for Headset,TV,Laptop,Phone,Switch Lite,Car,PS4,Xbox and More(12Ft/4M)",4.3,55,9.99,headphone
B08RCJBMDM,Fottos Extra Bass Stereo Bluetooth 5.0 Neckband Headphones Sports Earbuds in Ear Earphone Noise Cancelling Mic 10H Hands-Free Calls Rechargeable IPX5 Waterproof Headphones for Cellphone TV Laptop,4.7,4,23.99,headphone
B07Y1YLFGQ,"Pacrate PC Gaming Headset with Microphone for Xbox One, Computer, Mac, Laptop, PS4 Headset with Noise Cancelling Mic, Deep Bass Stereo Gaming Headphones with Super Soft Memory Earmuffs for Kids Adults",4.4,3555,26.59,headphone
B07QFWRJ11,"MillSO 1/4 to 3.5mm Headphone Adapter 6.6ft TRS 6.35mm 1/4 Male to 3.5mm 1/8 Female Stereo Jack Audio Adapter for Amplifiers, Guitar Amp, Keyboard Piano, Home Theater, Headphones 6.6 Feet/2M",4.8,503,12.99,headphone
B08L7LJKPG,"USB C to 3.5mm Headphone Jack Adapter, AkoaDa Angle Type-C to 3.5mm Audio Jack Converter Cable Compatible with Note S10 S9 Plus iPadPro 2020 2018 MacBook Pro 2019 Huawei and More Type-C Devices(Grey)",4.4,95,12.99,headphone
B08K2NRZCZ,"Computer Headset, Lightweight 3.5mm Jack PC Headset with Microphone Noise Cancelling, Wired Headphones Business Headset for Skype Webinar Cell Phone Call Center, Clear Chat, Ultra Comfort",4.1,311,22.99,headphone
B07YNN9DSV,"Tilted Nation RGB Headset Stand and Gaming Headphone Stand Display with Mouse Bungee Cord Holder with USB 3.0 HUB for Wired or Wireless Headsets for Xbox, PS4, PC",4.7,968,39.99,headphone
B07B9R67WR,"Wireless Bluetooth Headphones, Soundcore Spirit X Sports Earphones by Anker, Bluetooth 5.0, 12-Hour Battery, IPX7 Wireless Earbuds, Noise Isolation, SweatGuard Technology for Workout (Black)",4.2,6809,25.99,headphone
B07GX995Y4,Gabba Goods Premium LED Light Up in The Dark Unicorn Over The Ear Comfort Padded Stereo Headphones with AUX Cable | Earphone Gift - Black,4.2,77,20.24,headphone
B083166S33,"2 Pack Headphone Splitter Adapter, FOBOIU Headset Splitter Separate Headphones and Mic Jack, 3.5mm Splitter for PS4, Xbox One, Laptops, PC Gaming Headset, Tablet, Smartphone",4.4,450,8.98,headphone
B083GP7ZQ9,"RGB Headphone Stand with USB Charger COZOO Desktop Gaming Headset Holder Hanger with 3 USB Charger and 2 Outlets - Suitable for Gaming, DJ, Wireless Earphone Display (Black)",4.7,299,36.99,headphone
B08HK7VPJH,"Letsfit Wireless Earbuds, Bluetooth 5.0 Headphones with Wireless Charging Case, Touch Control, USB-C Quick Charge, in-Ear Ture Wireless Stereo Earbuds Built-in Mic Headset for Workout Sports",5.0,7,20.0,headphone
B08MYV1X6W,"[Apple MFi Certified] iPhone Headphone Adapter Jack Lightning to 3.5mm Cord Dongle,3 Pack Lightning to 3.5 mm Headphone AUX Audio Stereo Connector Compatible with iPhone 12/11/XS/XR/X 8 7/iPad/iPod",4.6,32,12.99,headphone
B0746MNLVV,"Edifier W800BT Bluetooth Headphones - Over-The-Ear Wireless Headphone, 50 Hours Long Playback, Lightweight - Black",4.4,1158,39.99,headphone
B08BL63G6F,Air Bone Conduction Headphones Open-Ear Wireless Bluetooth 5.0 IPX5 Sweatproof 6D Surround Sound Earphones Sports Headsets for Running Driving Cycling (Red),3.5,349,17.99,headphone
B08FTHB6D8,"POSNIUD Sleep Headphones Bluetooth Sports Headband, Wireless Sports Headphones with Ultra-Thin HD Stereo Speakers Perfect for Workout,Jogging,Yoga,Insomnia,Side Sleepers,Air Travel,Meditation (Black)",4.4,191,19.99,headphone
B08F7S79QH,"Anker Soundcore Life Q20 Bluetooth Headphones Holiday Edition with Travel Case, Hybrid Active Noise Cancelling, 40H Playtime, Hi-Res Audio, Deep Bass, Wireless Over Ear Headphones for Travel, Work",4.5,4,69.99,headphone
B084V59F1Y,"Anker SoundBuds Rise Bluetooth Headphones, Wireless Lightweight Neckband Headset, IPX5 Water Resistant Sport Earbuds with Noise Cancelling and Built-in Mic (Renewed)",4.5,87,21.99,headphone
B088P7CP7T,Tilted Nation RGB Gaming Headset Stand - 3 in 1 Design with Mouse Bungee and 2 Port USB 3.0 Hub - The Ultimate Addition to Your Gaming Station - Dynamic RGB Headphone Stand with USB Charger - White,4.7,195,39.99,headphone
B08D3K6632,"MillSO 1/4 to 3.5mm Headphone Adapter (10 Feet) TRS 6.35mm 1/4 Male to 3.5mm 1/8 Female Stereo Jack Audio Adapter for Amplifiers, Guitar Amp, Keyboard Piano, Home Theater, Headphones - 10 Feet/3M",4.8,2091,13.99,headphone
B00DHCNFL4,"Wireless Earbuds, Bluetooth Headphone Mini Size, Stereo in-Ear Wireless Headset with Microphone and Charging Box, Bluetooth Earphone with Noise Reduction Compatible with All Phones",2.2,5,88.86,headphone
B08HVD63RF,True Wireless Earbuds Bluetooth Headphones 5.0 Touch Control with Charging Case IPX5 Waterproof Mini Sport Headset Built-in Mic for iPhone/Android,3.9,15,9.99,headphone
B06VSCDHSH,"JVC Wireless Lightweight Flat Foldable On Ear Bluetooth Wireless Headband with Mic, Black (HAS190BTB)",4.2,735,39.99,headphone
B08NJTWWDX,"PC Gaming Headset with Microphone, EKSA E900 Plus ENC 7.1 Surround Sound Wired Over Ear USB Computer Gaming Headset Headphone with Detachable Mic and LED Light for PS4 Mac Laptop",4.5,32,33.99,headphone
B015R7AFVE,"V-MODA Crossfade Wireless Over-Ear Headphone, Phantom Chrome",4.6,388,199.99,headphone
B08FRR6Z1N,"Bose Sleepbuds II - Sleep technology Clinically Proven to Help You Fall Asleep Faster, Sleep Better with Relaxing and Soothing Sleep Sounds",4.3,913,249.0,headphone
B08HR3SDSY,"V-MODA x JIMI HENDRIX Special Edition Wireless Bluetooth Headphones: WISDOM Over the Ear Headset with Mic, Up to 14 Hours of Playback (Amazon Exclusive)",4.7,5,219.99,headphone
B07SFSTHL9,KAFRI RGB Headphone Stand with USB Charger Desk Gaming Headset Holder Hanger Rack with 3 USB Charging Port and 2 Outlet - Suitable for Gamer Desktop Table Game Earphone Accessories Boyfriend Gift,4.7,1324,39.99,headphone
B07S93YL9K,"Bluetooth Earbuds, Bluetooth 5.0 Headphones Wireless Earbuds 35H Cycle Playtime in-Ear Wireless Headphones Hi-Fi Stereo Sweatproof Earphones Sport Headsets Built-in Mic for Work/Running/Travel/Gym",4.2,24480,22.95,headphone
B00BZO1VP8,MDX DVD Headphones Headsets (Set of 2) 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2015 2017 2018 2019,4.4,16,29.95,headphone
B0083E7T7C,Plugfones Basic Earplug-Earbud Hybrid - Noise Reducing Earphones - Yellow,4.3,2912,17.95,headphone
B01A7G35S0,"1MORE Triple Driver In-Ear Earphones Hi-Res Headphones with High Resolution, Bass Driven Sound, MEMS Mic, In-Line Remote, High Fidelity for Smartphones/PC/Tablet - Gold",4.1,8421,62.79,headphone
B083V2K28L,"[Apple MFi Certified] Lightning to 3.5mm Headphone Splitter, 2 in 1 Lightning to 3.5mm Headphone Audio & Charger Cable Compatible iPhone 11/XS/XR/X 8 7, iPad, Support Volume Control + Calling + iOS 13",3.5,782,7.99,headphone
B000068O3L,"Hosa HPE-325 1/4"" TRS to 1/4"" TRS Headphone Extension Cable, 25 feet",4.3,440,10.58,headphone
B01K3WXU06,"Headphone Extension Cable 15FT, CableCreation 3.5mm Male to Female Stereo Headphone Extension Cable for Phones, Headphones, Speakers, Tablets, PCs, MP3 Players and More, 4.5M",4.6,2076,8.59,headphone
B07Y2F62NH,"TREBLAB Z2 | Over Ear Workout Headphones with Microphone | Bluetooth 5.0, Active Noise Cancelling (ANC) | Up to 35H Battery Life | Wireless Headphones for Sport, Workout, Running, Gym (Black)(Renewed)",4.4,26,67.48,headphone
B08NVSGCM9,"NYZ M9 Wireless Earbuds,True Wireless Bluetooth Earbuds Hi-Fi Stereo Bass Headphones in-Ear Earphones LED Display Charging Case with Mic CVC 8.0 in-Ear Protection for Working/Travel/Gym",5.0,535,29.99,headphone
B08G1ZBKGP,Skullcandy Hesh ANC Wireless Noise Cancelling Over-Ear Headphone - True Black,5.0,4,128.99,headphone
B08CDRQT8Q,"SADES G70 7.1 Stereo Surround Sound Gaming Headset with Mic, Noise Cancelling&Led Light, USB Pink Gamer Headphones with Volume Control for PC MAC Computer Games",4.4,369,29.99,headphone
B08K959C93,Wireless Earbuds Sports Chstarina Bluetooth 5.1 Earbuds IP7 Waterproof Wireless Headphones with Charging Case Ear Hook 40H Playtime Deep Bass TWS In-Ear Buds Noise Cancelling Earphones for Gym Running,4.5,371,49.99,headphone
B08H1JVFSF,"Giveet Wireless Headphones Earbuds for TV Watching, Bluetooth HiFi Headset Hearing Set w/Transmitter for Digital Optical RCA AUX Home Stereo PC DVD, Plug n Play, No Audio Delay, Dual Stream at Once",3.9,11,51.99,headphone
B08H539JSF,IYY Bone Conduction Headphones Wireless Bluetooth Earphones IP55 Waterproof Sports Open-Ear Headsets for Running Driving Cycling Meeting (Green),4.0,635,45.99,headphone
B088M1RGGS,"COUMI Wireless Earbuds Hybrid Active Noise Cancelling, CVC 8.0 Noise Reduction Bluetooth Earbuds with 6 Microphones, IPX7 Waterproof, USB C, Max 41-Hour Playtime, Wireless Headphones for Work, Sports",3.8,67,49.99,headphone
B07RXY5173,"Replacement Audio Cable Cord Wire,Compatible with Beats Headphones Studio Solo Pro Detox Wireless Mixr Executive Pill with in Line Mic and Control (Black Red)",4.4,1228,10.19,headphone
B08P5B7JLW,"Lightning Connector Earphone Earbuds Wired Headphones Headset with Mic and Volume Control,Compatible with Apple iPhone 12/SE/11 Pro Max/Xs/XR/X/7/8/8 Plus and Play[Apple MFi Certified] All iOS System",4.5,1567,13.68,headphone
B08GJ3WXNC,"[Apple MFi Certified] for iPhone Headphones Adapter, Lightning to 3.5 mm Headphones Jack Dongle Cable Adapter Charge + AUX Audio Adapter, 2 in 1 Converter for iPhone 11/X/Xr/Xs/8/8Plus/7/7 Plus",3.7,248,7.99,headphone
B08PFSFZ8Y,"Wireless Earbuds, Bluenin Bluetooth 5.0 in-Ear Sport Headphones, 136H Playtime, Stereo Deep Sound TWS Earphones with Charging Case, IPX7 Waterproof CVC8.0 Noise Cancelling Headset with Mic (Navy Blue)",4.6,25,30.99,headphone
B0856YPJQW,Avengers Kid Safe Headphones Iron Man Captain America Print Small in Size Best for Toddlers Ages 3 to 6 Years Old Over The Ear Padded Cushion Great Gift Fun Prints and Colorful,3.4,39,10.59,headphone
B08G4FMWBJ,"Soulsens USB Headset with Microphone Noise Cancelling, Clear Sound, 3.5mm Office Headphone with Comfort Fit Earpad, Business PC Headset for Skype, Webinar, Cell Phone, Call Center",4.3,161,35.45,headphone
B06WGRWQZ6,"Lavince Sleep Headphones Bluetooth Sports Headband, Wireless Sports Headband Headphones with Ultra-Thin HD Stereo Speakers Perfect for Workout,Jogging,Yoga,Insomnia,Side Sleepers,Air Travel,Meditation",4.7,5,19.99,headphone
B076HP574T,Sennheiser HD 660 S - HiRes Audiophile Open Back Headphone,4.7,424,449.0,headphone
B08292DP54,"[Apple MFi Certified] AUX Cord for iPhone 11, Lightning to 3.5 mm Headphone Jack Adapter, 3.5mm to Lightning Adapter, Aux Adapter, Headphone Jack Adapter, Compatible for iPhone 11 XS XR X 7 7P 8 8P",4.1,206,8.39,headphone
B07CXY7JX3,"Extra Long Wired Headphone for TV PC with 12FT Spring Coiled Extension Cable, Earphones Earbuds for 3.5mm Audio Output Devices, Metal Stereo Bass in-Ear Headset with Volume Control-ChanGeek CGS06",4.1,717,13.99,headphone
B00005QBU9,Sony MDR-V150 Monitor Series Headphones,4.3,2697,35.98,headphone
B082F61Q2V,"2 Pack Earphones with Microphone Volume Control, Wired Earbuds Headphones Headsets Noise Isolating Deep Bass 3.5mm Plug Compatible with Most Smartphones.Tablets.Laptops(White 2pack)",4.1,1094,7.89,headphone
B07KPWB74B,Replacement Headphones Audio Cable Cord Compatible with Sony MDR-10R / MDR-100ABN / MDR-1A / MDR-XB950B1 / MDR-1000X / MDR-1ADAC Headphones - Black,4.6,73,9.98,headphone
B08NVKLSPF,KIWI design Headphones for Oculus Quest 2 VR Headset Noise-Isolating in-Ear Earphones with 3D 360 Degree Sound and Custom Silicone Earbuds Caps,4.6,8,20.99,headphone
B0046H8ZFU,"AcousticSheep SleepPhones Classic | Corded Headphones for Sleep, Travel, and More | The Original and Most Comfortable Headphones for Sleeping | Quiet Lavender - Fleece Fabric (Size M)",3.9,1058,39.95,headphone
B08MZQ5T3J,"Kids Headphones, Purple POM POM Bear Ear 2020 Upgraded w/Adjustable Headband, Over On Ear Headset w/Mic for Girls/Teens/School/Kindle/Tablet/PC (Wired)",4.0,11,19.98,headphone
B08G4J95PH,"Waterproof MP3 Player Swimming Headphone, 8GB Swim Headset, Sports Running Headphone with Shuffle Feature",4.1,40,29.99,headphone
B07FB6FB19,"DuKabel Headphone Extension Cable, 3.5mm Male to Female Stereo Audio Cable Lossless Audio Sound Premium Audio Cord Extension Cable Gold Plated Jack & Strong Nylon Braided - Top Series (4ft/1.2m)",4.6,3544,8.99,headphone
B08N18S6HJ,"True Wireless Earbuds, WEMISS Bluetooth Earbuds Deep Bass with Mic, TWS Earphones 35H Playtime, in-Ear Touch Control Headphones for Sport, Type C Charging Headset for iPhone Android, Black",4.4,176,29.99,headphone
B00LP3AMC2,FiiO E10K USB DAC and Headphone Amplifier (Black),4.4,3603,75.99,headphone
