ASIN,title,rating,review_count,price,product_type
B07SZSR3MB,"Wireless RF Headphones for TV Watching, Over-Ear Stereo Headsets for Hard of Hearing, 330ft Signal Range (Headphone only, Need Transmitter)",3.2,7,21.99,headphone
B08JSJT1WW,"Bluenin BlueWings Pro 1 Bluetooth Headphones, Bluetooth 5.0 Neckband Wireless Headphones ANC Noise Cancelling Headset with Carrying Case, Retractable Earbuds Stereo Earphones.(Black)",3.7,103,25.99,headphone
B088R4583H,"Dland Gaming Headset with Mic and Changeable LED Light for Laptop,Computer, Cellphone, PS4 and Xbox, 3.5mm Wired Noise Isolations Gaming Headphones with Volume Control-Pink",3.8,257,16.99,headphone
B07KFBMTJW,UL Listed Charger Cord Cable Fit for Bose SoundLink Color Color 2 II Mini 2 II Revolve Revolve Plus Micro Bluetooth Speaker SoundSport QuietComfort 35 35 II 20 Headphones Power Adapter Supply 5 Ft,4.7,272,7.99,headphone
B07BLSHJM2,"JVC Gumy Gamer, in Ear Earbud Headphones with Mic, Remote, and Mute Switch for Gaming and Chatting, Powerful Sound, Comfortable and Secure Fit, Silicone Ear Pieces S/M/L - HAFX7GB (Black)",4.1,315,14.95,headphone
B08FJ5PHZ2,"USB Type C to Dual 3.5mm Headphone Jack Adapter for Samsung S20 FE, APETOO USB C to Aux Audio Dongle Cable Cord for Samsung Galaxy S20 Ultra S20+ Note 20 Ultra Z Fold2, Pixel 5 4 3 2 XL, OnePlus 8T 7T",4.1,15,12.99,headphone
B01ADAQV90,SmartEra USB Female to 3.5mm Jack Male Audio Converter Adapter (Black),3.5,745,8.49,headphone
B07HL6T7FS,"KabelDirekt – Aux Cord, Stereo & Audio Cable 3.5mm (Unbreakable & great for iPhones, iPads, Headphones, Smartphones, Notebooks, MP3 Players, Cars & other devices with 3.5mm Aux Port) – 8 feet – nylon",4.6,789,8.79,headphone
B08FFL438N,"Bluetooth 5.1 True Wireless Earbuds with Charging Case Waterproof Earbuds Comfortable&Lightweigt TWS Stereo Headphones Earbuds Premium Sound with Deep Bass for Sport,Running (Black Love TWS-08)",3.7,182,20.96,headphone
B07JK3JZP7,"SADES Gaming Headset for PS4 Controller,Xbox One,PC,Laptop,Mac,Tablet,Smartphone,Over Ear Noise-canceling Gaming Headphones with Mic for Nintendo Switch Games(Black&Blue)",4.3,1217,15.59,headphone
B01AKSQCRQ,Waterproof Headphones for Swimming - Surge S+ (Short Cord). Best Waterproof Headphones for Swimming Laps,4.1,482,39.99,headphone
B07Q2NZMR4,KZ ZSN Pro Earbuds New Yinyoo 1DD 1BA HiFi Monitor Earphones Noise Cancelling Wired Earbuds Balanced Armature Dynamic Driver Hybrid Headphones with Microphones(Purple mic),4.5,1008,21.99,headphone
B08LL2PZSV,"[Apple MFi Certified] for Apple Lighting to 3.5 mm Headphone Jack Adapter,Headphones/Earphones Jack Adapter Audio Dongle Converter Accessories Compatible with iPhone11/Xs/XR/X/8P/8/7-White",4.0,22,7.99,headphone
B07BPJXHH3,"Audio-Technica ATH-WS660BTBRD Solid Bass Bluetooth Wireless Over-Ear Headphones with Built-In Mic & Control, Black/Red",4.0,39,119.0,headphone
B07F2YX3PH,"AILIHEN Wired Headphones with Microphone, Stereo Foldable Lightweight On Ear Headset for iOS Android Smartphone Cellphones Laptop Tablet Chromebook (Black Red)",4.2,771,18.98,headphone
B08MDZPSH2,"Avantree NB17 Bluetooth 5.0 Neckband Active Noise Cancelling Earbuds, ANC Headphones with 3 Microphones, IPX5 Water Resistant Earphone with CVC 8.0 Mic, Up to 24H Standby time with Only ANC ON",4.5,8,51.24,headphone
B083KC272R,"Wireless Earbuds Bluetooth Headphones with Charging Case,Noise Cancelling Bluetooth Earbuds Built-in Mic,IPX8 Waterproof, Touch Control,120H Playtime,TWS Stereo Earphones for Sports",3.9,3683,29.99,headphone
B07ND6TMTX,"MEE audio Matrix Cinema ANC Bluetooth Wireless Active Noise Cancelling Headphones with aptX Low Latency, CinemaEAR Audio Enhancement, and Active Noise Cancellation",4.0,25,114.99,headphone
B07H5JLD2Q,LOXJIE P20 Full Balance Tube Amplifier Headphone Power Amplifier (Red),4.6,411,99.99,headphone
B07XCTJVZP,"Headphones Case, Vogek Headphones Case for Vogek On-Ear Headphone Hard Carrying Storage Bag Headset Case",4.4,60,19.99,headphone
B07R2NM877,"RF Wireless Headphones for TV, 2.4 Ghz Digital Stereo Over-Ear Tv Headset,up to 100ft Distance Transmitter, 4 in1 Input,Support Optical,AUX,RCA & PC USB and 3.5mm Audio Port",3.2,16,49.99,headphone
B08FM43B62,"[New Football Design LOBKIN Unicorn Kids Cat Ear Headphones for Girls Boys Toddlers Tablet School Supply Gifts,Light Up Wired Kids Headphones Over On Foldable Ear Game Headset Holiday Birthday Gifts",3.9,46,16.99,headphone
B01KOE179Y,"Sony Extra Bass Bluetooth Headphones, Best Wireless Sports Earbuds with Mic/ Microphone, IPX4 Splashproof Stereo Comfort Gym Running Workout up to 8.5 hour battery, black",4.2,2071,37.53,headphone
B08G1Q3GBF,"[Apple MFi Certified] for iPhone 3.5mm Headphone Adapter & Splitter, 2 in 1 Lightning to 3.5mm AUX Audio Headphone + Charger for iPhone 11/XS/XR/X/8 7 6/iPad, iPod, Support Call + Sync + Music Control",3.8,303,7.99,headphone
B00UH35NEI,Panasonic Ergofit in Ear Earbuds,4.5,1068,9.87,headphone
B00OY8G3NC,Swimbuds Sport Premium Waterproof Headphones (Wired 3.5 mm Jack),4.3,1019,60.0,headphone
B08B8SYFW6,Bulk Headphones for Kids' School Classroom - 5 Pack of Headphones - Keewonda KW-N05 Multi Color School Headsets for Computer Students Children Libraries,3.6,19,21.95,headphone
B08PBJJGGH,"Wireless Earbuds, 8H Continuous Playtime, Bluetooth Headphones 5.0 IP7 Waterproof in Ear Headset for Sport, Wireless Earphones with Hi-Fi Stereo Noise Cancelling Mic Touch Control USBC, for iOS White",4.8,8,46.99,headphone
B08K8R2PNZ,"USB C Headphone & 60w Quick Charge Adapter,ivoros Dual Type-C Aux Splitter Earphone Audio Dongle,Work for Samsung Galaxy s20/s20+/s20 ultra/s10/note 20/10+Plus,Google Pixel 4/3/2 XL,iPad Pro/Air 4",4.4,20,19.99,headphone
B079MGLQHN,Incredibles 2 Headphones for Kids with Built in Volume Limiting Feature for Kid Friendly Safe Listening,4.0,78,11.1,headphone
B085LB5Y8M,Bluetooth Adapter for PC，Techkey USB Mini Bluetooth 5.0 EDR Dongle for Computer Desktop Wireless Transfer for Laptop Bluetooth Headphones Headset Speakers Keyboard Mouse Printer Windows 10/8.1/8/7,4.3,8019,19.99,headphone
B07W3SG32Z,"5 Packs Earbud Headphones with Remote & Microphone, findTop in Ear Earphone Brass Sound Noise Isolating Tangle Free for iOS and Android Smart Phones, Laptops",4.1,346,10.99,headphone
B000EBBJ6Y,AKG K 701 Ultra Reference Class Stereo Headphone Level 1,4.4,1105,218.45,headphone
B077N73ZB6,Professional Replacement for Bose QC25 Ear Pads Headphones Ear Cushion Kit Compatible with QC25 QC35 QC2 QC15 Ae2 Ae2i Ae2w Leather Durable Comfort Longer Lasting Durability pad,4.3,77,11.88,headphone
B07Y37YLRZ,"sunshot Updated 2 in 1 Charging Audio Cable Compatible with iPhone 7 8 X Xs Xr, Works with Car Stereo Speaker Headphone Car Charger and Phone to 3.5mm Stereo Aux Cable (Black)",3.9,1773,12.98,headphone
B089DB6XZY,"Giveet Wireless Headphones w/Low Latency for TV PC Gaming Enjoy, Bluetooth Neckband Earphones Headset with Mic, Pair to USB Transmitter for PS4/Switch Mounts, 16 Hrs Playtime, No Delay - Blue",4.6,12,23.99,headphone
B08K4HXVKC,"H&R Kids Headphones, Cat Ear Headphones Foldable 3.5mm Jack Headphones for Kids Girls Boys, Compatible iPad Cellphones Computer MP3/4 Kindle Airplane School Tablet (Pink)",5.0,2,17.59,headphone
B07ZH8G9SD,"Airpods Case with Marble Pattern,OLEBADN Hard and Shockproof airpod Case Cover for Men Women and Girls, 5 in 1 Accessory Sets Compatible for Air pod 2 and 1(Black Marble)",4.7,1736,11.99,headphone
B07P8W9FZ8,"Sony WI-SP500 Wireless in-Ear Sports Headphones, Black (WISP500/B) (Renewed)",3.8,149,18.95,headphone
B07N194NLF,TNP Audio Cable 3.5mm Right Angle (10FT) Male to Male Gold Plated AUX Auxiliary Headset Jack Adapter TRS Cord for Bose Sony Headphones Cord Replacement iPhone iPod iPad Computer Portable Speaker Car,4.8,16,7.99,headphone
B081M8ZPSX,Type-C to 3.5mm Headphone Jack USB-C to 3.5mm Headphone Jack Adapter Connector for OnePlus 6T/OnePlus 7 Pro/HuaweiP20 / P20 Pro/Mate 10/10 Pro/Samsung/More Type-c Devices(2packs),4.0,159,8.59,headphone
B08QHBP37V,Headphone Case Compatible with Beats Solo 3/ Beats Solo Pro/Beats Solo 2/ Beats Studio Wireless Noise Cancelling On-Ear Headphones. Bluetooth Headset Holder Fits for USB Cable -Blue (Box Only),5.0,2,9.99,headphone
B0895NSLXK,"Bluetooth Headphones, Wireless Sports Earphones Mic, Bluetooth 5.0 S.Wear Z10 Wireless Headphones Bone Conduction Earphone Outdoor Sport Headset Mic Box",3.8,76,29.99,headphone
B07VYS3JMC,"Bluetooth Sleep Mask, Flashmen Sleeping Headphones Eye MaskWireless Bluetooth Sleep Headphones Stereo Sleep Washable Eye Mask with Headphone Speaker Mic",4.0,176,18.99,headphone
B07VPQHPV4,"Bluetooth Car Adapter, KINDRM Portable Bluetooth 5.0 Stereo Output Receiver Hands-Free Car Kit & Mini Wireless 3.5mm Aux Adapter for Headphones, Car, Home Stereo Music System(Black)",3.8,1657,9.99,headphone
B08QYYGFN7,"Wireless Earbuds Bluetooth 5.0 Headphones Fast Charging 3D Stereo Earbuds in Ear Earbuds with Built in Mic Noise Reduction Function, Suitable for Apple Airpods pro iPhone/Android/Samsung Earbuds",5.0,8,32.99,headphone
B08HCY2RKD,"YTYC Nakano Miku Bluetooth Headphones, Folding Hi-Fi Stereo Wireless Headsets,Cartoon Cosplay Props Hi-Fi Stereo Wireless Headsets Earphone with Build-in Microphone (Blue)",4.8,5,31.88,headphone
B00DRMU05I,Unisar TV Listener J3 Infrared Stereo System with Additional Headset,3.6,138,74.99,headphone
B08BRJ1NXJ,"USB Camera Adapter, 3 in 1 USB OTG Adapter with Charging Port and 3.5 mm Headphone Jack Compatible with Phone 12 / 11 Pro / X / 8 / 7, Support Hub, MIDI Keyboard, Mouse, Camera, USB Ethernet Adapter",4.3,184,17.99,headphone
B08HQXTYQ6,Anti-Slip Earhooks Soft Silicone Skin Compatible with Apple Airpods 2 & 1 Lightweight Sound Quality Enhancement for Headphones Outdoor Activities in-Ear EarHook 2 Pairs Clear,4.2,232,8.99,headphone
B08K921ZLN,"ALUNA Headphones Bluetooth 5.0 Wireless Headset Over Ear with HiFi Stereo Sound, Built-in Mic, Deep Bass,Foldable,Supports Wired Mode for,Great Audio for Travel/Work/TV/Computer/Cellphone",5.0,1,39.99,headphone
B07HMMNY9M,"Accessory House Premium Ear Pads Compatible with Bose SoundLink Around-Ear 2 Headphones (SLAE2, Black). Premium Protein Leather | Soft High-Density Foam | Easy Installation",4.6,286,19.99,headphone
B0757WVSN8,"Back Bay 2-in-1 Wireless & Wired Bluetooth Earbuds. Sweatproof Wireless Stereo Headphones with Microphone, 6 Earphone Tips, AUX Cable and Carrying Bag",4.0,679,39.99,headphone
B000M5GS7M,"Califone 2810-PA Listening First Kids Stereo Headphones, Panda Design, PC and Apple Compatible",3.9,453,16.69,headphone
B08M68W966,"SoundPEATS TrueFree2 Wireless Earbuds Bluetooth 5.0 Headphones in-Ear Stereo TWS Sports Earbuds, IPX7 Waterproof, Customized Ear Fins, USB-C Charge, Monaural/Binaural Calls, 20 Hours Playtime - White",4.4,2840,29.99,headphone
B07QSFP77Q,"Mini Wireless Earbuds TWS Bluetooth Headset Charging Case, Touch Control V5.0 Stereo Sound Sweatproof Headphones Mic Compatible iPhone iPad Samsung,Mic Headset for Sport Pink and Rose Gold Earphone",4.1,725,34.88,headphone
B08DMFPCL8,3.5mm to 3.5mm / 6.5mm Aux Cable Cord Wire for Monster Beats Dr. Dre Pro Detox Headphones (Black),5.0,16,9.99,headphone
B08HJ12CVR,"Wireless Earbuds, TWS-04 in-Ear Bluetooth Headphones, Touch Control V5.0 Stereo Sound Waterproof IPX6 Headphones Mic Compatible iPhone/iPad/Android/Samsung and More",4.5,12,29.69,headphone
B07ZCL7XWJ,Equinox in-Ear Headphones for The Oculus Quest by VRej Sounds (w/Leather Bag) Oculus Quest Accessories (Quest 1 Only),4.5,625,8.99,headphone
B08HD3BVRS,"USB Headset with Microphone Noise Cancelling, Computer Headphones for PC Laptop Skype UC Lync SoftPhone Call Center Office Business, Audio Controls, Clear Chat, Ultra Comfort",4.2,54,28.95,headphone
B08HL9Y8G3,"Orzly Gaming Headset for PC and Gaming Consoles PS5, PS4, Xbox Series X | S, Xbox ONE, Nintendo Switch & Google Stadia Stereo Sound Headphones with Noise Cancelling mic - Hornet RXH-20 Abyss Edition",4.3,610,25.49,headphone
B07TYDGQ2R,"Bluetooth Headphones 5.0, Wireless Bluetooth Earbuds Stereo Earphone Cordless Sport Headsets, Bluetooth in-Ear Earphones with Built-in Mic for Smart Phones",3.8,735,19.99,headphone
B07MPF4F68,Digital to Analog Audio Converter-192kHz Techole Aluminum Optical to RCA with Optical &Coaxial Cable. Digital SPDIF TOSLINK to Stereo L/R and 3.5mm Jack DAC Converter for PS4 Xbox HDTV DVD Headphone,4.4,5983,14.99,headphone
B08N5ZJZ28,"JATAINME Headphone Dongle Adapter for iPhone 12/SE/Xs Max/XR/ 8/10（X）/ 7/7 Plus/11/11 Pro,Splitter Adaptor to 3.5mm Jack Earphone Converter Charge Accessories, Cables Adaptor Connector Support All iOS",4.0,61,9.99,headphone
B07JDBTX7Y,"MeloAudio 6.35mm to 3.5mm Audio Jack Adapter，2 Pack 6.35mm (1/4 Inch) Male to 3.5mm (1/8 Inch) Female Stereo Audio Adapter for Headphone, Guitar, Digital Piano",4.6,220,5.99,headphone
B00JFHDJ5W,"Skullcandy Crusher Headphones with Built-in Amplifier and Mic, Leopard",4.6,202,41.95,headphone
B07Y7GVLH6,"PS4 Headset PC Gaming Headsets for Xbox One - AH68 3.5mm Wire Over Ear Headphone with Mic, Volume Control, Noise Isolating for Playstation4, Laptop, Nintendo Switch, Wii, PSP, MP3, Smartphones, Tablet",4.0,585,25.99,headphone
B083DMGQNS,"OneCut 5 Pairs Silicone Ear Tips Compatible for AirPods 1&2,Silicone Soft Anti-Slip Sport Earbud Tips, Anti-Drop Ear Hook Gel Headphones Earphones Protective Accessories Tips (Light Blue)",4.3,1546,7.98,headphone
B0836G389F,"Fromsky Hard Case for Skullcandy Crusher, Hesh 3 Wireless Headphone, Travel Protective Cover Storage Bag (Black)",4.8,29,11.99,headphone
B07MYHTWXZ,"Headset Mic and Audio Splitter Cable,Headphone Stereo Y Jack Splitter Adapter, Male 3.5 mm to 2 Port 3.5 mm Famale for PC,Earphone,Tablet,PS4,Xbox one (Black)",4.5,557,5.99,headphone
B08BNFSSXG,"Bone Conduction Wireless Earbuds Bluetooth 5.0 Headphones in-Ear TWS Mini Headset, Built-in Mic, IPX7 Waterproof Sports Headphone with Charging Box (Black)",3.3,51,22.99,headphone
B08PKTVCZ3,"[Apple MFi Certified] iPhone Headphone Adapter,Lightning to 3.5mm Headphone Jack Audio + Charge Cable Compatible with iPhone 12/11/11 Pro/XS/XR/X 8 7/iPad Dongle Accessory Connector Earphone Adaptor",4.8,16,11.99,headphone
B08B4VTWSV,Professional Replacement Ear Pads for Beats Solo 2 & Solo 3 Wireless On-Ear Headphone/Soft Protein Leather/Noise Isolation Memory Foam/Strong Adhesive Tape/Cloud Like Comfort/Extra Durable(Red),4.5,86,10.88,headphone
B07XL21CJX,"ZMYGOLON Foldable Bluetooth Headphones, Wireless Bluetooth 5.0 Neckband Headset with Retractable Earbuds, CVC6.0 Noise Cancelling Mic for Cellphone Tablets TV",4.1,172,29.99,headphone
B07HCDV6ZC,"Bluetooth Earbuds [Upgraded Version], TWS Sport 5.0 Wireless Headphones with Charging Case, True Wireless Earbuds in-Ear Earphones with Mic, Noise Cancelling Headsets with Ear Hook for Smartphones",3.9,666,34.98,headphone
B082V6GGXC,PROHEAR 2-Pair Replacement Foam Ear Pads for 3M WorkTunes Connect + ZOHAN EM042 Radio Hearing Protector Headphones,4.7,377,10.99,headphone
B08D3QLM68,"Under Desk Dual Headphone Stand, 360 Degree Rotating Headset Hanger Holder with Adjustable Rotating Arm Universal Headphone Display Shelf Compatible for All Headphones (Black)",4.8,22,14.99,headphone
B07D9V2SNH,"AcousticSheep SleepPhones Effortless | Bluetooth Headphones for Sleep, Travel & More Flat Speakers | No-Fuss Rechargeable Battery | Midnight Black - Fleece Fabric (Size M)",3.9,121,149.95,headphone
B084RK11L2,"Crescendo Headphone Holder Under Desk with Desk Phone Holder, Gaming Headset Holder, Headphone Hanger, Hook, Mount, Stand, with Rotating Arm Clamp, Universal Fit, with Cable Clip Organizer",4.6,216,10.95,headphone
B088HFQM17,"Unicorn Headphones for Kids with Microphone Over Ear,On Ear Headphones for Children Boys Girls,Volume Limit Safe 85dB,Headset for School Online School,Adjustable Headband for School,Xmas GIFS/Travel",4.2,112,20.99,headphone
B08FHXPXKZ,"HOT SMART T-10 TWS Earbuds,True Wireless Earbuds with CVC 8.0 Noise Reduction,Bluetooth Headphones, IPX7 Waterproof Wireless Headphones, Bluetooth Earbuds with 4000mAh Charging case,LED Display",4.3,47,39.99,headphone
B08LB9VTTG,"Wireless Neckband Headphones Bluetooth Neckband Headset 100 H Playtime/360 Days Standby, Neckband Earbuds Built-in Mic Sports Noise Cancelling for Help Sleep/Audio Books/Video Conference",4.1,10,34.99,headphone
B07JLVH9CG,"Powerbeats2 Wireless In-Ear Headphone, Active Collection - Flash Blue (Old Model) (Renewed)",4.2,816,69.0,headphone
B08K3HYH9F,"3.5mm/USB Headset, Computer Headphones with Microphone Noise Canceling PC Headset Comfort-fit Call Center for Skype, Zoom, Webinar, Phone, Tablet, Classroom",4.3,22,24.95,headphone
B089CPR7VV,RGB Dual Headphone Stand with USB Hub KAFRI Desk Gaming Double Headset Holder Hanger Rack with 1 USB2.0 Extension Charging Port Extender Cord - Suitable for Gamer Desktop Table Game Earphone,4.5,98,24.99,headphone
B08HQ5DSTW,"LUUSAMA Active Noise Cancelling Headphones Bluetooth Headphones with Microphone Deep Bass Wireless Headphones Over Ear, Comfortable Earpads, 30 Hours Playtime for Travel/Work, White",3.9,9,39.79,headphone
B07VWR7BDT,YW YUWISS Bluetooth Headset 24Hrs Playtime Wireless Cell Phones Earpiece V5.0 with Mic Noise Canceling Hands Free Car Driving Headphones Compatible with iPhone Android All Smart Cell Phone (Black),4.0,569,9.99,headphone
B01LYTZ5Z9,"Bluetooth Headset, NANAMI Bluetooth Earpiece V5.0, 320Hrs Ultralight Headphones with Rotatable Mic, Hands-Free Earphones, Noise Cancelling, in-Ear Earbuds for iPhone Android Cell Phone/Laptop/Trucker",4.1,68,23.99,headphone
B089SL5G3C,"Clip On Earphones，Over Ear Running Stereophone Headphones for Workout Exercise Gym Compatible for iPhone, Android Mobile Phone, with Microphone and Call Controller Stereo Earphones (White)",4.1,22,9.99,headphone
B08DG4DBHY,"Bluetooth Beanie Hat Gifts for Men, V5.0 Bluetooth Beanie Hat with Wireless Headphone Speaker for Him/Dad/Teens, Men's Tech Gift for Christmas Birthday Thanksgiving, Musical Cap for Stocking Stuffers",4.6,381,28.99,headphone
B08F523H69,"QC35 Replacement Ear Pads for Bose, Jingwu Professional Headphones Ear Cushion Replacement Kit Compatible with Bose QuietComfort QC35 QC35 II QC15 QC25 QC2/ Ae2 Ae2i Ae2w Soft Leather (QC35 ii Blue)",4.3,24,6.99,headphone
B08L1WJ1ND,"[Apple MFi Certified] Lightning to 3.5 mm Headphone Jack Adapter Dongle Charger Splitter,2 Pack iPhone Headphone Adapter 2 in 1 AUX Audio + Charge Cable for 12/12 Pro/11/11 Pro/XS/XR/X/8/7/iPad/iPod",4.0,117,11.99,headphone
B08RRSKHRP,"(2 Pack) 3.5mm Jack Adapter,Headphone Adapter for iPhone Dual Ports Dongle Charge Jack AUX Audio with iPhone 11 Pro Max/X/XS/Max/XR/8P/ 8/7,Support All iOS and Plug and Play",2.5,3,11.99,headphone
B08Q79XHT4,"[2 Pack] Headphone Adapter for iPhone,3.5mm Jack Adapter Dual Ports Dongle Charge Jack AUX Audio with iPhone 12/11/11Pro/11Pro Max/XR/Xs/Xs Max/X/8/8Plus/7/7Plus-T027",5.0,2,10.98,headphone
B081KZ6X5L,"TANGMAI Wired Earbuds Headphones with Microphone, Extra Bass with 13.6mm PET+PU Drivers, Comfortable Lightweight Earphones with Volume Control, 3.5mm in Ear Headphones for Laptop/Smartphone/PC, Black",4.3,504,39.9,headphone
B08KDW4B52,"Lightning to 3.5mm Headphone Jack Adapter,2 Pack Apple MFi Certified iPhone Headphone Adapter Lightning to Audio Jack Aux Converter Compatible with iPhone 11/SE 2020/XR/XS/X/8/7/iPad/iPod",4.3,49,8.99,headphone
B07YD3K5VP,"USB C to 3.5mm Headphone Adapter,CableCreation 2-in-1 USB C Type-C to Hi-Res 3.5mm Audio with PD Charging Adapter,Fast Charge for Google Pixel 2/3,Galaxy Note 9/S8/S9/S10,Gray",4.0,195,16.99,headphone
B072MSM8TM,"Sunmns 6 Pairs Silicone Eartips Eargels Earpads Ear Tips Gels Bud Compatible with Senso, Zeus, Otium, Hussar Sport Bluetooth Headphones",4.4,1317,6.99,headphone
B07YJMNPV3,"Replacement Audio Extension Cable,Cypher.V Cord Wire only for Bose QuietComfort QC15 Headphones with in line Mic (Black)",4.4,213,12.49,headphone
B08JYSC56D,"Kithouse USB Computer Headset Headphone with Microphone for Computer Laptop PC, Wired Call Center Office Work Headset with Microphone Noise Cancelling + Headset Headphone Stand Holder",4.3,22,29.99,headphone
B08NCJB1FT,"Aokebr Bone Conduction Headphones,Bluetooth 5.0 Open Ear Sweatproof Wireless Earphones with Microphone for Running Cycling Sports (Gray)",3.4,4,35.99,headphone
B082CYMGXR,"Ek-Mh7 Active Noise Cancelling Rechargeable Wireless Headphones Bluetooth Game Folding Headset Wired/Wireless 5.0 Portable Folding Headphones with Mic,for Online Class,PC/Cell Phones/TV (Silver)",3.9,130,17.99,headphone
B077DJ9VF6,TrueProve Mini Aux Metal Extender Cable Headphone Extension Adapter 3.5mm Male-to-Female Jack for iPhone Battery Charger Case Mophie Juice Pack Other Battery Cases Square Paypal Card Readers (Silver),4.2,38,8.78,headphone
B08JPYWMF6,"Axloie Wireless Earbuds Sport, [Upgraded] Bluetooth 5.0 Headphones True Wireless Premium Deep Bass IPX7 Waterproof 25H Playtime in-Ear Stereo Earphones with Charging Case for Running Gym Workout",4.5,1415,38.99,headphone
B079GXN788,"Sony WI-C300 Wireless In-Ear Headphones, Black (WIC300/B)",3.9,631,21.95,headphone
B0821T623W,"GabbaGoods Safe Sounds Volume Limited Kids Headphones, 85 Decibel Over Ear Headphones (Pink)",3.9,35,8.4,headphone
B08CXQKB7G,"Gifts for Women Men, Bluetooth Beanie Hat Stocking Stuffers for Men Women, V5.0 Bluetooth Beanie Hat with Wireless Headphone Speaker for Women/Mens/Mom/Grandma/Dad/Teacher/Teens/Teen Girl/Boys",4.5,343,19.99,headphone
B07HTG4YKD,Pro Gaming Headset for PC PS4 Xbox One Bass Surround Sound Over-Ear Headphones with Mic/LED Light/Soft Memory Earmuffs for Computer Laptop Switch Games Kids Boys Teens Gifts,4.4,164,23.99,headphone
B07Y9V63FC,"Soul Electronics Ultra Wireless High Definition Dynamic Bass Over-Ear Headphones with Bluetooth, Silver",4.0,38,69.0,headphone
B07RB74Z68,"Razer Hammerhead Duo Wired Earbuds: Custom-Tuned Dual-Driver Technology - in-Line Mic Mute Switch - Aluminum Frame - Braided Cable - 3.5mm Headphone Jack - Nintendo Switch Edition, Black",4.2,298,41.08,headphone
B08DKMTDBJ,"HOTT CD204 Portable CD Player, Personal Compact CD Player with Headphones, Anti-Skip/Shockproof for Home Travel and Car, Small Music CD Walkman with LCD Display for Adults Students Kids-Black",4.5,234,49.99,headphone
B08RD92YFD,Wireless Earbuds Bluetooth 5.0 Headphones Built in Mic Noise Cancelling 3D Stereo Headsets in Ear Earbuds IPX5 Waterproof Earbuds with Charging Case for iOS/Android Earbuds,4.3,328,29.99,headphone
B0892KJ27Y,"Wireless Earbuds, TaoTronics SoundLiberty 92 Bluetooth 5.0 Earbuds with Charging Case Hi-Fi Stereo TWS True Wireless Earbuds with Mic Smart Touch Control IPX8 30H Playtime Wireless Earphones",4.4,7554,39.99,headphone
B088WXHDD1,"layajia Mini Wireless Earbuds Waterproof Wireless Headphones, Bluetooth 5.0 in-Ear Earphones TWS Stereo Sound, Portable Wireless Headset 28H Palytime w/Built-in Mic Single/Twin Mode Charging Case",3.9,678,19.99,headphone
B076PD713W,"Wholesale Kids Bulk Earbuds Headphones Earphones 50 Pack Black Color for Schools, Libraries, Hospitals Individually Bagged",4.0,57,31.95,headphone
B08NV77GN7,"Bluetooth Headphones LIUHE Wireless Headphones with Retractable Earbuds Neckband Headset with Mic Sport Sweatproof Stereo Earphones (16 Hours Work Time, Noise Cancelling, Bluetooth 5.0) (Black)",3.8,5,21.99,headphone
B07RKT5Z64,"Zerist 3.5mm 4-Pole AUX Extension Audio Cable Male to Female 10FT/3M Nylon Braided Stereo Jack Cord for Phones, Computers, Headphones, Tablets, Sound Box, Car, MP3 Players and More (Black)",4.5,124,5.99,headphone
B0847CMGQG,Replacement Cover Part Side Slider Headband Parts Kit Compatible with Sony Wireless Noise Cancelling Headphones MDR1000X WH1000XM2,3.9,56,39.99,headphone
B00HLUZXAY,Sades Stereo 7.1 Surround Pro USB Gaming Headset with Mic Headband Headphone (Black),4.1,983,19.99,headphone
B082QZNK3Y,"USB C to 3.5mm Headphone/Earbuds Jack Adapter, USB Type C to 3.5mm Adapter Compatible with Pixel 4 3 2 XL, Samsung S10 S9 Plus Note 10, iPad Pro, Mate 30 20 Pro and More [2 Pack]",3.2,24,8.88,headphone
B07CMNC1N7,"MillSO RCA to 3.5mm (6 Feet) AUX Adapter Cable 3.5 mm to RCA 2-Male Headphone Jack Splitter Premium Stereo Audio Cord for Connects a Smartphone, Tablet, or MP3 Player to a Speaker - Spphire Blue",4.6,447,7.89,headphone
B08LMVCJ3H,"Letsfit T26 Active Noise Cancelling Wireless Earbuds, ANC Bluetooth Headphones in-Ear with 4 Mics Noise Reduction, Stereo Earbuds with Deep Bass, 36Hrs Playtime, USB-C Quick Charge",4.6,137,50.99,headphone
B083BFSBMJ,"Light Harmonic Wireless Bluetooth Neckband Headphones Deep Bass IPX7 Waterproof Sports in-Ear Earphones w/Mic,HiFi Stereo Deep Bass Headsets, Magnetic Neckband 12 H Playback for Gym Workout(Black)",3.9,16,112.0,headphone
B07G2RBWGF,Edifier W820BT Bluetooth Headphones - Foldable Wireless Headphone with 80-Hour Long Battery Life - Black,4.4,246,64.99,headphone
B07KF4CRPN,"Wireless Bluetooth Double Ear Headset,Painless Wearing Headphones with Mic for Cell Phone,Non Bone Conduction Ear Hook Headphones (Black)",3.6,34,26.99,headphone
B07TXRQJHW,Descendants 3 Kids Safe Headphones with Built in Volume Limiting Feature for Safe Listening.,3.4,137,13.16,headphone
B081JKCQ11,Earbud Headphones Bulk Wired Earphones Mixed Colors 10 Packs for iPhone Smartphone Computer Laptop MP3 School Classroom,4.0,264,10.99,headphone
